authorId,contrib_index,description,type,syntax,semantic
VXNlcjoyYTExNzJkMC0xOWQwLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,55,"Annoter chaque idée avec type, syntaxe et sémantique",proposition,positive,positive
VXNlcjoyYTExNzJkMC0xOWQwLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,55,Sortie en CSV avec entête EXACTE,proposition,positive,positive
VXNlcjo1ZjAyNjVmZS0xZTIwLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,56,Arrêter de faire de la défiscalisation,statement,negative,negative
VXNlcjo1ZjAyNjVmZS0xZTIwLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,56,Celle-ci sert les intérêts des plus fortunés,statement,negative,negative
VXNlcjo1ZjAyNjVmZS0xZTIwLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,56,Remettre l'ISF,proposition,positive,neutral
VXNlcjo3ZTY3N2NjOS0xZTIxLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,57,La redistribution de l'impôt pour financer la rémunération des 4 clergés et des enseignants de religion en Alsace et Moselle est injuste,statement,negative,negative
VXNlcjo3ZTY3N2NjOS0xZTIxLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,57,"L'usage de l'impôt public doit respecter les principes de la République française : une et indivisible, égalité et laïcité",statement,positive,neutral
VXNlcjo3ZTY3N2NjOS0xZTIxLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,57,Ces 3 départements peuvent décider de financer leurs clergés et enseignants par eux-mêmes sans rogner sur les deniers publics nationaux,proposition,positive,positive
VXNlcjpkMzFkYzQ5Ni0xZDUwLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,58,Le budget de l'État dépense 1182 euros par seconde pour payer la retraite des fonctionnaires,statement,positive,negative
VXNlcjpkMzFkYzQ5Ni0xZDUwLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,58,Les fonctionnaires ne cotisent et ne couvrent qu'un quart de la somme qu'ils reçoivent en retraites,statement,negative,negative
VXNlcjpkMzFkYzQ5Ni0xZDUwLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,58,Le régime des fonctionnaires est plus avantageux que celui du privé dans son mode de calcul,statement,positive,negative
VXNlcjpkMzFkYzQ5Ni0xZDUwLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,58,L'État a versé 28 milliards d'euros pour payer les retraites de ses fonctionnaires en 2010,statement,positive,negative
VXNlcjpkMzFkYzQ5Ni0xZDUwLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,58,Les fonctionnaires ne cotisent et ne couvrent qu'un quart de la somme qu'ils reçoivent en retraites,statement,negative,negative
VXNlcjpkMzFkYzQ5Ni0xZDUwLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,58,"Trop de privilèges payés par le privé pour le statut de fonctionnaire qui ne se justifie que pour l'armée, la police et la justice",proposition,negative,negative
VXNlcjpkMzFkYzQ5Ni0xZDUwLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,58,"Le reste trouve le même ou meilleur service dans le privé, et à payer selon besoin plutôt que toute une vie",proposition,negative,negative
VXNlcjowZDllYzIyMS0xOTUwLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,59,La proposition est de laisser le libre choix à chaque contribuable d'investir l'argent de ses impôts,statement,positive,neutral
VXNlcjowZDllYzIyMS0xOTUwLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,59,Cela permettrait une plus grande démocratisation de notre société,proposition,positive,positive
VXNlcjowZDllYzIyMS0xOTUwLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,59,Et une responsabilisation et un sentiment pour tout un chacun d'être décisionnaire et utile,proposition,positive,positive
VXNlcjowZDllYzIyMS0xOTUwLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,59,L'idée est de rajouter un feuillet à la déclaration de revenus avec les catégories ci-dessous,statement,positive,neutral
VXNlcjowZDllYzIyMS0xOTUwLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,59,Culture. Défense. Santé. Écologie. Économie. Enseignement. Justice. Agriculture. Sécurité. Jeunesse et sports,statement,positive,neutral
VXNlcjowZDllYzIyMS0xOTUwLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,59,Chaque contribuable attribuerait un pourcentage dans les catégories qu'il désire,proposition,positive,positive
VXNlcjowZDllYzIyMS0xOTUwLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,59,"Avec un maximum de 15% pour une catégorie, afin de lisser les résultats",statement,negative,neutral
VXNlcjowZDllYzIyMS0xOTUwLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,59,Ces pourcentages correspondraient à la part de leur impôt sur le revenu qu'ils souhaiteraient allouer à telle ou telle catégorie,proposition,positive,neutral
VXNlcjowZDllYzIyMS0xOTUwLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,59,Les personnes non imposables seraient également prises en compte,proposition,positive,positive
VXNlcjowZDllYzIyMS0xOTUwLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,59,Il suffirait de faire une moyenne nationale sur les pourcentages,statement,negative,neutral
VXNlcjowZDllYzIyMS0xOTUwLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,59,Ces pourcentages seraient ensuite appliqués sur 80% du montant des autres taxes,proposition,positive,positive
VXNlcjowZDllYzIyMS0xOTUwLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,59,Les 20% restant serviraient de marge de manœuvre à l'exécutif,proposition,positive,positive
VXNlcjowZDllYzIyMS0xOTUwLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,59,L'état disposerait d'un bel outil analytique,statement,negative,neutral
VXNlcjowZDllYzIyMS0xOTUwLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,59,"Il serait possible de voir les attentes des contribuables par niveau de revenu, par situation géographique, etc.",proposition,positive,positive
VXNlcjo1NTkzMDkyZC0xZDdkLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,60,Combattre la fraude fiscale,statement,negative,negative
VXNlcjo1NTkzMDkyZC0xZDdkLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,60,Imposer les entreprises et dirigeants qui gagnent de l'argent en France,proposition,positive,negative
VXNlcjo1NTkzMDkyZC0xZDdkLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,60,Réduire les privilèges des parlementaires et hauts fonctionnaires,proposition,positive,negative
VXNlcjo1NTkzMDkyZC0xZDdkLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,60,Indexer les retraites sur l'inflation,proposition,positive,neutral
VXNlcjo0NTM0Njg0Mi0xZTIxLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,61,Le train de vie de l’état doit être réduit drastiquement,statement,negative,negative
VXNlcjo0NTM0Njg0Mi0xZTIxLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,61,"Tout comme les soldats, les gendarmes, les pompiers qui accomplissent leurs missions, ils font leur job , c’est tout.",statement,positive,neutral
VXNlcjo0NTM0Njg0Mi0xZTIxLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,61,La haute administration doit être limitée à quelques fonctions indispensables à la bonne marche du pays,proposition,negative,negative
VXNlcjo0NTM0Njg0Mi0xZTIxLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,61,Les comités bidule supprimés car ils sont trop souvent créés ou maintenus pour seulement accueillir les ex.,proposition,negative,negative
VXNlcjo0NTM0Njg0Mi0xZTIxLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,61,Toute rémunération dans la Haute Fonction Publique devrait être limitée au niveau de celle du Président. de la Republique,proposition,positive,positive
VXNlcjo0NTM0Njg0Mi0xZTIxLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,61,"Les premiers ont la garantie de l’emploi  à vie et que tous , en fonction de leur éthique sont disponibles 24h sur 24.",statement,positive,neutral
VXNlcjo0NTM0Njg0Mi0xZTIxLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,61,Ceci mériterait une nouvelle nuit du 4 aout.,proposition,negative,negative
VXNlcjo0NTM0Njg0Mi0xZTIxLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,61,"Echelle des salaires :Dans le privé, comme dans le public l’échelle des salaires -tout inclus- doit être graduellement revue avec des objectifs dans le temps",proposition,positive,neutral
VXNlcjo0NTM0Njg0Mi0xZTIxLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,61,"Les privilèges d'un autre temps , sur la gratuité des transports , l'électricité a faible coût ,  etc , faites à certaines catégories professionnelles sont à abolir.",proposition,negative,negative
VXNlcjpjODkxZDk3YS0xZDc2LTExZTktOTRkMi1mYTE2M2VlYjExZTE=,62,La répartition actuelle des prélèvements est injuste,statement,negative,negative
VXNlcjpjODkxZDk3YS0xZDc2LTExZTktOTRkMi1mYTE2M2VlYjExZTE=,62,Les prélèvements doivent être redistribués pour favoriser l'égalité,proposition,positive,positive
VXNlcjpjODkxZDk3YS0xZDc2LTExZTktOTRkMi1mYTE2M2VlYjExZTE=,62,Créer de nouvelles tranches d'impositions peut améliorer la justice fiscale,statement,positive,neutral
VXNlcjo2NjBkZTdlYS0xZDQ5LTExZTktOTRkMi1mYTE2M2VlYjExZTE=,63,Chasse à la dépense publique pour rendre crédible les hausses de taxes et impôts,statement,negative,neutral
VXNlcjo2NjBkZTdlYS0xZDQ5LTExZTktOTRkMi1mYTE2M2VlYjExZTE=,63,Mise en ordre réelle des institutions et des hauts fonctionnaires avant augmentation des impôts,proposition,positive,positive
VXNlcjo2NjBkZTdlYS0xZDQ5LTExZTktOTRkMi1mYTE2M2VlYjExZTE=,63,Stopper les aides à la migration sans contrôle,proposition,negative,negative
VXNlcjo2NjBkZTdlYS0xZDQ5LTExZTktOTRkMi1mYTE2M2VlYjExZTE=,63,"Stopper les rémunérations des anciens présidents, ministres, etc.",proposition,negative,negative
VXNlcjo2NjBkZTdlYS0xZDQ5LTExZTktOTRkMi1mYTE2M2VlYjExZTE=,63,Montrer l'exemple en termes de bonne gestion des finances publiques,statement,positive,neutral
VXNlcjo3YjIzMzMzMS0xZDlhLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,64,Les travaux internationaux d'experts pourraient inspirer les hauts fonctionnaires de Bercy et le ministre des finances,statement,positive,neutral
VXNlcjo3YjIzMzMzMS0xZDlhLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,64,"Ils sont Thomas Piketty, M. Stiglitz et d'autres experts qui pourraient inspirer",proposition,positive,neutral
VXNlcjozZjlhNzAwOS0xYTc2LTExZTktOTRkMi1mYTE2M2VlYjExZTE=,65,La réduction du temps de travail peut améliorer la qualité de vie,statement,positive,neutral
VXNlcjozZjlhNzAwOS0xYTc2LTExZTktOTRkMi1mYTE2M2VlYjExZTE=,65,L'augmentation des impôts peut entraîner une augmentation du coût de la vie,statement,negative,negative
VXNlcjozZjlhNzAwOS0xYTc2LTExZTktOTRkMi1mYTE2M2VlYjExZTE=,65,Les entreprises doivent prendre en compte les besoins de leurs employés pour améliorer leur bien-être,proposition,positive,positive
VXNlcjozZjlhNzAwOS0xYTc2LTExZTktOTRkMi1mYTE2M2VlYjExZTE=,65,La réduction du temps de travail peut également favoriser l'équilibre entre vie professionnelle et personnelle,statement,positive,neutral
VXNlcjozZjlhNzAwOS0xYTc2LTExZTktOTRkMi1mYTE2M2VlYjExZTE=,65,L'augmentation des impôts peut être justifiée si elle est utilisée pour financer des services publics essentiels,proposition,negative,positive
VXNlcjozZjlhNzAwOS0xYTc2LTExZTktOTRkMi1mYTE2M2VlYjExZTE=,65,Les employés doivent être mieux payés pour répondre aux besoins de la société,proposition,positive,positive
VXNlcjo3ZTc0OTQwNi0xZTFmLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,66,Augmenter le nombre de tranches pour faire payer davantage les hauts revenus,statement,negative,negative
VXNlcjo3ZTc0OTQwNi0xZTFmLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,66,Faire payer davantage les hauts revenus,proposition,positive,negative
VXNlcjo3ZTc0OTQwNi0xZTFmLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,66,Avoir un système fiscal plus équitable,statement,positive,negative
VXNlcjplNjQ4YTI1OS0xYTY3LTExZTktOTRkMi1mYTE2M2VlYjExZTE=,67,La taxe d'habitation est un impôt qui concerne tous,statement,positive,neutral
VXNlcjplNjQ4YTI1OS0xYTY3LTExZTktOTRkMi1mYTE2M2VlYjExZTE=,67,La CSG retraite est un impôt qui concerne les retraités,statement,negative,negative
VXNlcjplNjQ4YTI1OS0xYTY3LTExZTktOTRkMi1mYTE2M2VlYjExZTE=,67,Il y a des impôts qui concernent tout le monde (IR),proposition,positive,positive
VXNlcjphNTYxMzIzMi0xZDU4LTExZTktOTRkMi1mYTE2M2VlYjExZTE=,68,Augmenter les impôts directs sur les hauts revenus,statement,negative,negative
VXNlcjphNTYxMzIzMi0xZDU4LTExZTktOTRkMi1mYTE2M2VlYjExZTE=,68,Scandale de la suppression de l'ISF,statement,negative,negative
VXNlcjphNTYxMzIzMi0xZDU4LTExZTktOTRkMi1mYTE2M2VlYjExZTE=,68,Arrêter la pédagogie de la baisse des impôts,proposition,negative,neutral
VXNlcjphNTYxMzIzMi0xZDU4LTExZTktOTRkMi1mYTE2M2VlYjExZTE=,68,Trop d'impôt tue l'impôt est une erreur,proposition,negative,negative
VXNlcjphNTYxMzIzMi0xZDU4LTExZTktOTRkMi1mYTE2M2VlYjExZTE=,68,Lutter efficacement contre la fraude et l'évasion fiscale,proposition,positive,positive
VXNlcjpkZTljZTNlMi0xZDUxLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,70,"[PARSE_FAIL] Colonnes manquantes: ['description', 'type', 'syntax', 'semantic']",statement,positive,neutral
VXNlcjoxZDE5YmVjNy0xZTIxLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,71,La France devrait suivre l'exemple de l'Islande en mettant les banques sous tutelle ou les nationalisant pour éradiquer la dette,statement,negative,positive
VXNlcjpjMGI5MDIxMS0xZDlmLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,73,Chaque citoyen doit payer des impôts à sa mesure et selon ses revenus,statement,positive,neutral
VXNlcjpjMGI5MDIxMS0xZDlmLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,73,Il est important que chaque citoyen se sente concerné par l'impôt,proposition,positive,positive
VXNlcjpjMGI5MDIxMS0xZDlmLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,73,Il n'y a pas de place pour les inégalités dans le système fiscal,proposition,negative,negative
VXNlcjo3YWRlNjU2Ny0xZTIxLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,74,"Les GAF (Google, Amazon, Facebook et Apple) doivent être soumises à une fiscalité plus élevée",statement,negative,negative
VXNlcjo3YWRlNjU2Ny0xZTIxLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,74,Cette augmentation de la fiscalité pourrait générer des revenus supplémentaires pour les États,proposition,positive,neutral
VXNlcjo3YWRlNjU2Ny0xZTIxLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,74,Les GAF sont déjà très taxées dans certains pays,statement,positive,neutral
VXNlcjo3YWRlNjU2Ny0xZTIxLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,74,L'augmentation de la fiscalité pourrait encourager ces entreprises à investir plus dans leur présence territoriale,proposition,positive,positive
VXNlcjo3YWRlNjU2Ny0xZTIxLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,74,Cela pourrait également favoriser l'émergence de nouvelles start-ups et d'entreprises innovantes,proposition,positive,positive
VXNlcjo4M2U4OTIzNS0xZTIwLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,75,l'impôt sur le revenu est l'impôt principal,statement,positive,neutral
VXNlcjo4M2U4OTIzNS0xZTIwLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,75,les autres impôts sont fusionnés à lui-même,statement,negative,neutral
VXNlcjo4M2U4OTIzNS0xZTIwLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,75,chaque impôt contribue en fonction des revenus,statement,positive,neutral
VXNlcjo4M2U4OTIzNS0xZTIwLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,75,ce système vise plus de solidarité,proposition,positive,positive
VXNlcjo0ODgyNDk2ZC0xZTFmLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,76,tout le monde doit être soumis à l'impot sur le revenu,statement,positive,neutral
VXNlcjo0ODgyNDk2ZC0xZTFmLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,76,la redistribution n'est acceptable que si elle n'est pas financée par une fiscalité confiscatoire,proposition,negative,negative
VXNlcjo0ODgyNDk2ZC0xZTFmLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,76,"au delà de 30%, l'impot devient confiscatoire",statement,negative,negative
VXNlcjpkOTZjMDI5OS0xZGMwLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,77,Que tout le monde soit imposable,statement,negative,neutral
VXNlcjpkOTZjMDI5OS0xZGMwLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,77,et que chacun paye ses impôts en fonction de ce qu'il gagne,statement,positive,neutral
VXNlcjpkOTZjMDI5OS0xZGMwLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,77,pas d'exception,proposition,negative,negative
VXNlcjozMjI1MjhmMC0xZDc3LTExZTktOTRkMi1mYTE2M2VlYjExZTE=,78,Le taux d'imposition est le même pour tous sans exception,statement,negative,negative
VXNlcjozMjI1MjhmMC0xZDc3LTExZTktOTRkMi1mYTE2M2VlYjExZTE=,78,Suppression CSG pour un retrait de 2000 euros mais en couplé à 2750 euros,statement,negative,negative
VXNlcjozMjI1MjhmMC0xZDc3LTExZTktOTRkMi1mYTE2M2VlYjExZTE=,78,C'est encore une injustice,proposition,negative,negative
VXNlcjozMjI1MjhmMC0xZDc3LTExZTktOTRkMi1mYTE2M2VlYjExZTE=,78,"Tous les retraites, qu'elles soient en couple ou non, devraient être égales à 2000 euros",proposition,positive,neutral
VXNlcjphYzE0ODc2YS0xZDRkLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,79,Le retour de l'ISF (Impôt sur la Fortune) est un sujet d'actualité,statement,positive,neutral
VXNlcjphYzE0ODc2YS0xZDRkLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,79,L'ISF vise à taxer les plus riches et à réduire les inégalités économiques,proposition,positive,positive
VXNlcjphYzE0ODc2YS0xZDRkLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,79,Cette mesure est considérée comme une manière de redistribuer la richesse et de promouvoir l'équité fiscale,statement,negative,negative
VXNlcjphYzE0ODc2YS0xZDRkLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,79,Les opposants à cette mesure arguent que cela pourrait encourager les plus riches à fuir le pays ou à se détourner de l'impôt,proposition,negative,negative
VXNlcjphYzE0ODc2YS0xZDRkLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,79,"Cependant, les partisans de la réintroduction de l'ISF estiment qu'elle permettrait de collecter des revenus supplémentaires pour financer les dépenses publiques et réduire le déficit budgétaire",statement,positive,neutral
VXNlcjo2ZmU2M2ZjZS0xZTIwLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,80,Réduire les impôts pour les familles nombreuses de la classe moyenne et aisée,statement,negative,negative
VXNlcjo2ZmU2M2ZjZS0xZTIwLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,80,"C'est la double peine: nous devons tout payer (école, crèche, garderie, nounou, loisirs...)",statement,negative,negative
VXNlcjo2ZmU2M2ZjZS0xZTIwLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,80,"Les aides se réduisent, et nous n'avons droit à presque rien",statement,negative,negative
VXNlcjo2ZmU2M2ZjZS0xZTIwLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,80,L'enfants sont l'avenir de notre pays,statement,positive,neutral
VXNlcjo2ZmU2M2ZjZS0xZTIwLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,80,Favoriser des familles qui ont les moyens de leur donner une bonne éducation mais qui ont besoin d'un 'coup de pouce',proposition,positive,positive
VXNlcjoxZWY1YTVkNi0xZDhkLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,81,Chaque citoyen doit payer des impôts en fonction de ses revenus,statement,positive,neutral
VXNlcjoxZWY1YTVkNi0xZDhkLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,81,Moins de taxes directes ou indirectes sont nécessaires,proposition,negative,negative
VXNlcjoxZWY1YTVkNi0xZDhkLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,81,Taxes sur les produits dérivés du pétrole et l'énergie doivent être réduites,proposition,negative,negative
VXNlcjo3ZWVjMTMyZi0xZTIxLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,82,J'ai toujours payé mes impôts,statement,positive,neutral
VXNlcjo3ZWVjMTMyZi0xZTIxLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,82,L'augmentation des salaires peut permettre des rentrées fiscales plus importantes,proposition,positive,positive
VXNlcjo3ZWVjMTMyZi0xZTIxLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,82,"Une reprise de la consommation, une croissance plus forte",proposition,positive,positive
VXNlcjo3ZWVjMTMyZi0xZTIxLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,82,Il faut que les entreprises payent leurs impôts et leurs cotisations !,proposition,negative,negative
VXNlcjo3ZWVjMTMyZi0xZTIxLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,82,Qu'elles cessent de faire du chantage en prétextant qu'elles vont devoir licencier !,statement,negative,negative
VXNlcjo3ZWVjMTMyZi0xZTIxLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,82,La justice fiscale c'est aussi ça !,statement,positive,negative
VXNlcjo3ZWVjMTMyZi0xZTIxLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,82,Que tout le monde paye à hauteur de ce qu'il doit payer pour que la société tourne dans le bon sens,proposition,positive,neutral
VXNlcjo3ZWVjMTMyZi0xZTIxLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,82,Rétablir l'ISF me semble indispensable également,proposition,positive,negative
VXNlcjoyNjc0NjViOS0xYmMzLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,83,La refonte complète du système fiscal est nécessaire pour répondre aux besoins actuels de la population,statement,positive,neutral
VXNlcjoyNjc0NjViOS0xYmMzLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,83,Le système fiscal actuel est inefficace et nécessite une réforme profonde,statement,negative,negative
VXNlcjoyNjc0NjViOS0xYmMzLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,83,Une nouvelle taxe sur les entreprises pourrait générer des revenus supplémentaires pour le gouvernement,proposition,positive,positive
VXNlcjoyNjc0NjViOS0xYmMzLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,83,Les impôts directs devraient être réduits pour encourager la consommation et l'investissement,proposition,positive,neutral
VXNlcjoyNjc0NjViOS0xYmMzLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,83,La simplification des déclarations fiscales pourrait améliorer la transparence et la confiance dans le système fiscal,statement,positive,neutral
VXNlcjoyNjc0NjViOS0xYmMzLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,83,Les inégalités sociales devraient être combattues par une réforme du système fiscal plus équitable,proposition,negative,positive
VXNlcjpmNjJiZmYxMy0xZDdiLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,84,Les citoyens payent un impôt sur le revenu,statement,positive,neutral
VXNlcjpmNjJiZmYxMy0xZDdiLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,84,Ceci est selon leurs moyens,proposition,positive,neutral
VXNlcjpmNjJiZmYxMy0xZDdiLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,84,Pas moins de la moitié de la population,statement,negative,negative
VXNlcjpmNjJiZmYxMy0xZDdiLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,84,Réduire les taxes et impôts indirects,proposition,positive,positive
VXNlcjowOGFiM2M2Yi0xZDZiLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,85,Égalité citoyenne vis-à-vis de l'impôt,statement,positive,neutral
VXNlcjowOGFiM2M2Yi0xZDZiLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,85,"Faire des clans salariés, retraités, chômeurs, etc.",proposition,negative,negative
VXNlcjowOGFiM2M2Yi0xZDZiLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,85,Note: The first idea is a statement that emphasizes the importance of equality in relation to taxation. The second idea is a proposition that suggests avoiding the creation of groups based on employment status (salaries,statement,positive,neutral
VXNlcjo1YWU3MzdhOC0xZTIyLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,86,Le barème soit le même pour tous le monde pour la taxe foncière et d'habitation,proposition,negative,neutral
VXNlcjpkYTczNDcwYi0xZTIxLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,87,La lutte contre l'évasion fiscale doit être une priorité,statement,negative,neutral
VXNlcjpkYTczNDcwYi0xZTIxLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,87,Tout le monde doit participer à l'effort,proposition,positive,positive
VXNlcjpkYTczNDcwYi0xZTIxLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,87,Il est facile de faire la chasse aux petits revenus qui tentent de contourner la législation,statement,negative,negative
VXNlcjpkYTczNDcwYi0xZTIxLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,87,Les plus riches bénéficient de tout un système qui leur est dédié,statement,negative,negative
VXNlcjpkYTczNDcwYi0xZTIxLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,87,"Ramener dans les comptes tout l'argent évadé solutionnerait beaucoup de problèmes de budget (santé, social, public, etc.)",proposition,positive,positive
VXNlcjpkYTczNDcwYi0xZTIxLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,87,"Il est inadmissible que de grands chefs d'entreprises du CAC 40, représentant la France, soient résident fiscal ailleurs qu'en France",statement,negative,negative
VXNlcjpkNjA0Y2EyMy0xZTIxLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,88,Supprimer toutes les niches fiscales,statement,negative,neutral
VXNlcjpkNjA0Y2EyMy0xZTIxLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,88,qui avantagent certains de nos contribuables,statement,negative,negative
VXNlcjpkNjA0Y2EyMy0xZTIxLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,88,notamment les plus aisés,statement,negative,negative
VXNlcjplOGJlNDE3Yy0xYjNlLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,89,Les contribuables sujets à l’ISF qui investissent effectivement dans l’économie la part d’impôt qu’ils devraient normalement payer en seraient dispensés,statement,negative,negative
VXNlcjplOGJlNDE3Yy0xYjNlLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,89,Tous les contribuables résidant à l’étranger qui gagnent de l’argent en France doivent être imposés en France pour ces revenus,proposition,positive,negative
VXNlcjplOGJlNDE3Yy0xYjNlLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,89,Toutes les entreprises étrangères qui gagnent de l’argent en France devraient payer un impôt forfaitaire par tranches de chiffre d'affaires réalisé en France à déterminer pour ne pas les faire fuirent,proposition,positive,negative
VXNlcjplOGJlNDE3Yy0xYjNlLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,89,Supprimer les niches fiscales,statement,negative,neutral
VXNlcjplOGJlNDE3Yy0xYjNlLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,89,Supprimer les réductions d’impôt pour les cotisations aux parties politiques,statement,negative,neutral
VXNlcjplOGJlNDE3Yy0xYjNlLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,89,"Réduire drastiquement les avantages donnés aux élus (appartement de fonction, budget informatique, voiture avec chauffeur…)",proposition,positive,negative
